Trait	Eigenvector1	Eigenvector2	Eigenvector3	Eigenvector4	Eigenvector5
PZA02702.1	0.02609	0.0036	-1.8619E-2	-1.3361E-2	0.01662
PZD00047.1	-1.3218E-2	0.00953	-3.8792E-3	-9.3306E-4	0.02428
PZA03416.7	0.00411	0.01049	-8.3115E-3	-3.7529E-3	4.1582E-4
PZA03416.6	0.00305	0.00764	-8.2123E-3	-1.7211E-3	0.00437
PHM9374.5	0.00922	-3.4602E-2	0.03751	0.00453	-2.299E-2
PZA00860.1	-2.2427E-2	-5.6974E-3	-1.9303E-2	-1.9599E-2	0.02212
PZA03058.12	0.02589	-3.7093E-2	0.02381	-2.4554E-3	0.02597
PZA03058.16	0.01943	-4.1951E-2	0.01184	-5.1988E-3	0.00351
PZA03058.17	-4.2315E-3	-3.2838E-3	-9.6989E-3	-2.2087E-4	-2.6366E-2
PZA03058.22	0.026	-2.3262E-2	0.02848	0.00406	0.01302
PZA03058.21	-4.9725E-3	-5.8906E-3	-8.084E-3	7.8109E-4	-2.5473E-2
PZB00736.2	-8.717E-3	0.00832	-1.9759E-2	-2.2858E-2	0.02012
PZA00583.4	0.03938	-2.9398E-2	-7.8474E-3	0.01211	-1.3313E-3
PZA00583.17	-9.4302E-3	0.01078	0.0012	-1.5675E-3	-1.0136E-3
PZB01042.7	0.01338	0.02507	-1.4653E-2	0.00179	-4.9474E-3
PZB01042.5	0.00483	-9.3626E-3	-2.2637E-2	-1.6783E-2	0.00345
PZB01042.3	0.02017	0.01187	-1.539E-2	0.00639	-6.7817E-3
PZB01042.2	0.005	0.00735	-1.5357E-2	-1.3509E-2	0.01676
PZB01042.1	-1.0961E-2	-2.5865E-3	-1.0895E-3	0.02607	0.00757
PZB01042.6	-3.4635E-3	0.00441	0.00591	-3.1309E-3	-3.4094E-3
PZB01042.8	-1.8486E-2	-2.941E-3	-1.093E-2	0.04929	0.01323
wx1.1	0.01723	0.02175	-2.0045E-2	-2.8071E-3	0.00211
PZB00547.3	0.01808	0.01458	-1.8136E-2	-2.3277E-3	0.0014
PZB00547.1	0.02063	-1.7484E-2	-3.3174E-2	0.00442	-1.5139E-2
PZB00544.1	0.02887	-8.4154E-3	0.01915	0.00769	-2.5349E-2
PZB00544.2	0.01146	0.00624	-2.7205E-2	-2.546E-3	-4.8915E-3
PZB00540.1	4.4038E-4	-2.3549E-2	-2.445E-2	-5.8435E-3	0.01671
PZA01999.3	0.01952	0.01117	-2.3304E-2	-4.7352E-4	-3.521E-3
PZB01110.6	-2.3516E-2	0.00426	-5.0057E-3	-1.8807E-2	-5.6403E-2
PZB01110.1	-2.2351E-2	0.0042	-5.0428E-3	-1.7371E-2	-5.3334E-2
PZB01963.2	9.0385E-4	-2.3156E-2	-4.2844E-3	-5.7752E-3	-4.6771E-2
PZB01963.6	0.01658	0.00247	-2.4501E-2	-7.5955E-3	-3.3314E-2
PZB01963.3	0.01417	-5.8896E-3	-2.7199E-2	-7.34E-3	-5.5612E-2
PZB01963.1	0.01415	-7.1592E-3	-2.7264E-2	-7.5644E-3	-5.8428E-2
PZA02648.2	0.04229	-4.4099E-3	0.02698	0.00926	-2.4843E-2
PZA03113.5	0.01011	-1.4683E-2	-2.4661E-2	-1.9007E-2	0.01551
PZA03113.3	0.04666	-2.3122E-2	0.00662	2.7242E-4	0.02875
PZA03113.4	-3.1781E-2	-2.3156E-3	-7.4157E-3	0.02979	0.01182
PZB00379.2	-7.9389E-3	0.02175	-2.4423E-2	-2.1618E-2	-4.6188E-2
PZB00379.1	-1.4568E-2	0.03824	-2.0341E-2	-2.6111E-2	-4.1243E-2
PZA00693.3	0.03201	-8.3805E-3	0.02102	-7.7776E-3	-2.7027E-2
PZB00959.1	0.04705	-1.3574E-2	0.00406	-2.2939E-2	-1.277E-2
PZB02423.1	-3.3007E-3	-2.5499E-3	-7.5992E-4	-6.4247E-3	-1.1392E-3
PZB00235.1	-1.3993E-2	-9.094E-3	5.1856E-5	-1.8834E-2	0.01352
PZA02878.13	0.03975	-7.4175E-3	0.02266	0.00253	-4.0297E-2
PZA02861.13	0.04648	-1.1498E-2	6.9129E-4	0.03029	-2.0185E-2
PZA02861.12	0.03628	-8.8008E-3	-4.0865E-3	0.0125	-1.1706E-2
PZA03469.1	0.04686	-2.3484E-2	2.5051E-4	0.02414	-1.9351E-2
PZA03097.4	0.02908	-8.702E-3	0.02198	-9.1153E-3	0.01275
PZA03097.7	-1.9339E-2	0.02323	0.001	-1.489E-2	0.00492
PZB00014.1	0.05259	-1.3911E-2	0.00509	-1.4982E-2	-2.6451E-2
PZA03085.30	-1.0785E-2	-3.1561E-3	-1.6937E-3	-1.0437E-2	-1.0476E-2
PZB02422.1	-1.5704E-2	0.02185	0.00233	-5.8824E-4	-2.7737E-3
PZA00588.1	-9.072E-4	-2.0266E-2	0.03646	0.03144	-3.1146E-2
PZA00588.2	8.8305E-4	-1.7795E-2	0.03914	0.03417	-3.2227E-2
PZB01114.6	-1.478E-2	0.03217	-1.7189E-2	-2.5909E-2	0.01744
PZB01114.2	-7.732E-3	0.00757	4.6912E-4	-7.6452E-3	-5.1538E-3
PZB01114.1	0.01553	-3.2188E-2	0.01642	0.02595	-1.3325E-2
PZA00287.1	0.00682	0.01266	0.05884	0.0034	-5.0305E-3
PZA03057.3	0.02494	0.00416	-2.4527E-2	0.00468	0.01666
PZA00925.2	0.01636	-2.3228E-2	-4.7723E-2	0.00233	-1.9675E-2
PZA01791.2	0.00711	-1.9308E-2	-4.0218E-2	0.03036	-2.5379E-3
PZA03759.2	0.00576	-3.0431E-2	-3.3015E-2	-2.5825E-2	-2.5098E-2
PZA03759.1	9.0118E-4	-1.8417E-2	-7.7041E-3	-1.0623E-2	-2.7521E-4
PZA03758.1	6.5988E-4	0.02475	0.05717	0.00244	-5.4848E-3
PZB00761.1	-8.7222E-3	0.01542	0.05682	-2.2387E-2	-3.4642E-2
PZB00761.2	0.0139	0.00627	0.05708	0.00254	-4.1049E-3
PZA00070.5	-5.0782E-4	0.0202	0.05827	-1.1395E-2	-2.0601E-2
PZA01861.1	0.0162	-1.262E-2	-3.9321E-2	-1.9934E-2	-1.9609E-2
PZA02545.1	0.03228	0.0235	-3.2934E-2	0.00389	0.00283
PZA00653.5	-2.2906E-3	-3.4587E-2	0.031	0.01527	0.0212
PZA03595.2	0.01462	-4.1167E-2	0.03467	-7.5019E-3	0.00708
PZA03595.1	0.00457	-2.9052E-2	0.04012	-2.7022E-3	0.0139
PZA03596.2	0.0049	-3.0066E-2	0.04138	-2.1769E-3	0.01345
PZA03596.3	-6.5283E-3	0.00941	0.00694	-6.6369E-3	0.00462
PZA03596.1	0.00424	0.02387	-4.1678E-2	0.01339	-1.28E-2
PZA02897.12	0.00338	-5.2208E-3	0.04131	-2.1958E-3	-1.4917E-2
PZA00947.1	-1.6262E-2	0.00699	0.00587	0.00363	-1.6157E-2
PZB01899.3	-2.4278E-2	-1.4684E-2	-1.788E-3	0.00988	0.01399
PZB01899.2	0.0256	0.01672	0.00496	-1.0116E-2	0.00422
PZA03253.1	-2.0231E-2	0.00555	-3.9011E-3	-1.7337E-3	0.00533
PZA03253.2	-2.0056E-2	0.00742	-3.4725E-3	1.2116E-4	0.00228
PZB00967.2	-1.4374E-2	-2.2026E-2	-1.3721E-2	0.02512	0.00187
PZB02480.2	-1.4265E-2	-2.3375E-2	-1.3938E-2	0.0249	0.00459
PZB02480.1	-2.2231E-2	-2.4068E-2	-8.5115E-3	0.03669	0.0108
PZA00225.7	0.02678	0.01273	-4.3291E-2	-2.1958E-2	-1.3835E-2
PZA00225.8	0.02436	0.0162	-4.3057E-2	-2.6633E-2	-1.9648E-2
PZB01358.1	-1.0545E-2	-4.9893E-2	-2.5141E-2	0.01077	-4.339E-2
PZB01358.3	2.3061E-4	-3.6866E-2	-1.9794E-2	-8.1237E-3	-4.1657E-2
PZB01358.2	-9.9027E-3	-4.9283E-2	-2.4924E-2	0.01535	-4.1486E-2
PZB01652.1	-2.3267E-2	0.04287	0.06189	-4.3899E-3	0.00219
PZA00015.5	0.01592	0.00404	-3.2241E-2	-3.667E-3	-2.9967E-2
PZA03470.1	0.02023	0.00167	-3.2696E-2	9.8163E-5	-4.0718E-2
PZB01913.2	-4.1811E-3	0.0019	-1.1884E-3	-2.5578E-3	-8.3517E-3
PZB01913.1	-4.458E-3	-3.0044E-3	-3.6466E-2	0.03314	-3.7671E-2
PZB01869.4	-2.9928E-2	0.0283	0.00267	-5.7204E-3	0.01219
PZB01869.1	-2.294E-2	0.00342	-6.689E-3	-1.4709E-2	0.01732
PZB01867.5	0.01015	-9.4616E-3	-3.3184E-2	0.04326	-2.5525E-2
PZB01867.2	0.01191	0.00632	0.03803	-2.973E-2	0.01177
PZA03235.2	0.01128	-3.1991E-2	0.03266	-3.9755E-3	-5.7059E-2
PZA03235.1	0.00457	-4.1526E-2	0.02411	-1.5377E-2	-4.935E-2
PZA02613.1	0.01884	0.01203	-2.5823E-2	0.00367	-2.703E-2
PZB01292.1	-1.6358E-2	0.01775	-5.1573E-3	-7.0814E-3	-3.5406E-2
PZB01292.3	-4.8372E-3	0.00134	-1.9751E-3	-8.9906E-3	-4.1647E-3
PZA01819.1	0.02592	2.2898E-4	-2.6778E-2	-1.7367E-2	0.01747
PZB01432.1	-3.0292E-2	0.00726	-8.7179E-3	0.03092	-2.2887E-3
PZB01432.3	-2.2293E-2	0.01799	-4.3794E-4	-9.3745E-3	-9.4617E-3
PZB01432.4	8.7697E-4	-3.6654E-2	-1.2392E-2	-1.9878E-2	0.00159
PZB01432.2	0.03292	0.02851	0.01058	-4.3927E-3	0.03457
PZA00840.1	-1.1321E-2	-5.3473E-3	0.00601	0.02673	0.02625
PZA00060.2	0.03473	0.02609	0.00936	-5.0207E-3	0.0244
PZA00116.2	-3.6497E-3	0.00178	0.00669	-1.5182E-2	0.0068
PZA00116.3	-3.5549E-3	-6.4004E-6	0.00424	-1.5862E-2	0.00551
PZA00213.7	-3.2272E-2	0.02973	0.00908	-2.3875E-2	-1.297E-2
PZA00213.19	0.03149	0.0158	-3.4941E-2	-1.1238E-3	-9.5102E-3
PZB02504.1	-2.166E-2	-6.4138E-3	-1.6385E-3	-2.8968E-2	0.02568
PZB02504.3	0.02573	0.01254	0.01618	0.01266	-3.1061E-2
PHM3330.25	0.04238	0.01181	0.00238	-7.6478E-3	-4.2332E-2
PZA02111.1	0.02868	0.01712	-2.7169E-2	-6.1113E-4	0.00291
PZB02099.2	0.03033	0.02058	-3.0255E-2	0.00199	0.00105
PZA03669.1	0.02899	0.01965	-2.9705E-2	0.00296	7.6751E-4
PZA03670.1	0.01274	0.02486	-3.4705E-2	-9.5403E-3	0.00363
PZA03671.1	-2.4149E-2	0.02469	0.0327	-9.0005E-3	0.00173
PZA02235.14	-3.5081E-3	-1.2697E-2	0.02736	0.03706	-4.5405E-2
PZB00126.1	-2.3759E-2	-1.0225E-2	-5.202E-3	0.01741	0.02845
PZB00643.1	0.00792	-5.2858E-2	0.01287	-2.1916E-2	-2.029E-2
PZB00750.3	0.00761	-2.3288E-2	0.02137	-1.5993E-2	0.00633
PZB00750.2	-1.0159E-3	-2.7676E-2	-8.4143E-3	-1.4498E-2	0.00283
PZA01096.1	0.04014	0.02347	0.00362	-2.5583E-3	0.00495
PZB01436.3	-1.5516E-3	-1.1626E-2	-8.745E-3	0.00703	-2.1979E-2
PZB01436.1	-3.2659E-3	-1.3426E-3	-2.6223E-3	-1.3109E-2	0.00464
PZB00118.2	-3.4742E-3	-5.1033E-2	-1.866E-2	-2.2434E-2	-1.142E-2
PZA02252.2	0.01884	0.03116	-2.239E-2	0.01337	0.00141
PZA00502.1	0.01048	-1.8747E-2	0.03827	-1.0659E-2	-1.1315E-2
PZA01369.1	0.02352	-1.7199E-3	-3.1525E-2	0.00939	-2.2788E-2
PHM816.29	0.01442	0.02795	-2.8786E-2	0.02394	-3.9114E-2
PZB00221.3	0.02472	0.02021	0.00322	0.02928	-3.2039E-2
PZD00055.1	0.00415	0.01894	-3.3922E-2	-1.385E-2	0.0149
PZD00055.2	-1.1553E-3	-1.241E-2	-4.3172E-3	0.0099	-2.0554E-3
PZB00221.2	0.00655	0.03266	0.00663	0.03175	-2.3116E-2
PZB00221.5	-8.4457E-3	-2.2468E-4	0.02412	0.02271	-2.8546E-2
PZB00221.7	0.00761	0.04601	-7.1912E-3	0.00165	-8.696E-3
PZA00323.3	0.02787	0.03216	0.0089	-4.7738E-4	-4.9578E-3
PZA00323.4	-5.5022E-5	-1.9699E-2	-2.0315E-3	-1.1919E-2	0.00313
PZA01715.2	0.00334	0.0141	-3.4115E-2	-5.8689E-3	0.00192
PZA01715.1	-2.0414E-2	0.019	0.01371	0.00669	-9.7621E-3
PZA00912.2	0.03388	0.00514	0.00628	-1.0956E-2	0.02771
PZA02997.16	-4.7022E-3	-2.2334E-2	0.00365	0.02302	0.00116
PZA00832.1	0.01829	0.02398	-3.707E-2	4.1752E-4	-3.5595E-2
PZA00579.2	-6.7E-3	-1.5814E-2	0.00837	-1.9274E-2	0.01695
PZA02847.21	-4.732E-4	-1.4184E-2	0.01401	0.00366	0.0097
PZA00428.2	7.3291E-4	-2.5495E-2	0.02217	5.0211E-4	-1.8668E-2
PHM13681.12	0.00283	-3.3982E-2	0.01746	-1.078E-2	0.01891
PZD00050.3	-1.083E-3	-1.216E-2	-7.6719E-3	-8.1693E-3	-2.5858E-2
PZA03573.2	-7.6328E-3	-9.5912E-3	0.00354	0.02366	0.03082
PZA03573.3	-6.5458E-3	0.00205	0.00873	0.0148	0.01194
PZA03573.1	0.03089	0.03414	-1.2296E-3	0.00451	-1.4883E-2
PZA03572.2	-3.0788E-3	-3.999E-3	0.00989	-1.7328E-2	-1.0312E-3
PZA00184.4	-7.8794E-3	0.00681	2.9374E-4	0.00264	0.00218
PZA00184.1	-7.8952E-3	-8.5504E-3	-1.056E-3	-2.4606E-3	-1.8326E-3
PZA03332.1	-2.7559E-3	-4.9635E-3	-1.3603E-3	0.01127	-2.1517E-2
PZA02554.1	0.04478	0.00467	0.00405	-1.9816E-3	-1.6888E-5
PZA02221.20	0.02768	0.02782	0.01775	0.01661	0.03689
PZA03216.2	0.00154	-2.1642E-3	-3.5432E-3	0.02016	-7.2438E-3
PZA01313.2	-2.3334E-2	0.02338	-1.5967E-3	-1.9181E-2	-1.7427E-2
PZA02095.10	0.00165	-1.4539E-2	-4.5458E-3	-1.3153E-2	8.6976E-4
PZA03078.29	0.01442	-3.9613E-2	0.00538	-9.9605E-4	0.02912
PZA03078.33	-9.4434E-3	0.0086	6.3252E-4	-2.1742E-3	2.9307E-4
PHM2828.83	0.00393	-3.112E-2	0.00647	-3.2939E-3	0.02694
PHM3765.7	-2.0011E-3	0.02951	-9.215E-4	0.01035	-1.9035E-2
PZA03563.1	-2.554E-2	0.03515	0.00189	0.01533	-2.5148E-2
PZA03571.2	-1.885E-3	-2.3425E-2	-5.2957E-3	-6.6408E-3	-1.8976E-2
PZA01883.2	-2.9337E-3	-2.6305E-2	-1.1386E-2	0.0022	-4.4288E-2
PZB01301.7	0.00348	-1.8833E-2	0.04311	-1.6179E-2	0.00568
PZB01301.6	0.02332	-1.0512E-2	-1.6425E-2	-6.975E-3	0.01009
PZB01301.5	-3.5992E-2	0.02052	-1.0758E-2	0.01861	-3.4667E-2
PZA00257.11	0.01658	-1.3651E-2	-1.9946E-2	0.02577	0.0091
PZA00463.3	0.03688	0.0025	-8.7217E-3	0.00196	-3.9356E-2
PZA02961.1	-5.1069E-3	-8.6671E-3	0.00829	0.03359	0.01117
PZA02961.6	0.01472	0.0252	0.0065	0.02888	-2.8872E-3
PHM3922.32	-1.6532E-2	0.01824	-1.0294E-2	0.04223	0.02158
PZA00079.1	0.03099	0.00515	0.01406	-6.8841E-3	-1.6788E-2
PZA00310.5	-1.233E-2	0.01082	-5.72E-3	-1.6122E-2	-9.1585E-3
PZA02853.10	-4.6978E-4	-1.8495E-2	-8.4389E-3	-2.5877E-2	0.02601
PZA02853.7	0.02094	0.01778	0.02362	-4.0283E-3	-3.919E-3
PZA00552.4	-8.2878E-4	-1.4066E-2	-3.7321E-3	0.02044	0.00273
PZA03262.2	-6.1461E-3	-1.5201E-2	-4.8893E-3	0.01433	-1.9129E-2
PZA03262.1	-6.164E-3	-1.4856E-2	-4.6797E-3	0.00786	-1.8804E-2
PZA03137.3	-5.0922E-3	-1.5951E-2	-5.8763E-4	0.01422	-1.827E-2
PZD00032.2	-1.9398E-3	-1.5203E-2	-4.3381E-3	0.01522	0.00825
PZD00032.1	0.01222	0.04799	0.00282	-1.9177E-2	0.00178
PZD00033.2	-1.6925E-3	-1.1137E-2	-1.3589E-3	-5.7391E-3	-3.4372E-3
PZA02945.10	-4.0442E-3	0.00752	-1.409E-2	-4.5365E-2	0.02515
PZA02945.37	-5.8681E-3	-1.2878E-2	-2.0446E-2	-1.8805E-2	0.05027
PZB01178.1	-9.7894E-3	0.04147	-1.1474E-2	-1.9356E-2	0.01657
PZB00849.1	-1.686E-3	-4.7575E-2	-1.6616E-2	-5.8415E-4	-2.6093E-2
PZA01597.1	0.01915	0.04383	0.00955	-6.7441E-3	0.0021
PZA00562.4	-1.1499E-2	-6.5667E-3	0.01022	-5.5404E-3	0.01247
PZA00562.3	0.00142	0.01241	-2.7796E-3	0.00517	-9.1722E-3
PZA00409.17	0.02437	-2.2358E-2	0.01153	0.03934	-2.9334E-2
PZA00409.15	-6.1204E-3	-9.3023E-3	-4.6739E-3	-1.9651E-2	0.00777
PZA00409.3	-3.8194E-3	0.0247	-7.3984E-3	0.00847	0.00309
PZA00174.1	-1.2913E-2	0.00169	-6.0702E-3	-2.019E-2	0.00681
PZA00174.2	-1.2933E-2	0.00339	-9.3372E-3	-1.8765E-2	0.00937
PZA00665.6	-1.8045E-3	-2.0787E-2	-9.8437E-3	-1.9575E-2	-6.8805E-3
PZA01677.1	0.0265	-7.7536E-3	0.00791	-4.8972E-3	-4.2528E-2
PZA02941.6	-1.9313E-2	0.03245	0.01657	0.00114	0.00281
PZA01877.2	0.01268	-1.1025E-2	0.01448	0.02025	0.01827
PZB02029.1	0.0063	-9.6514E-3	-1.6465E-3	-3.8587E-2	0.0053
PZA03157.2	0.00663	-2.8743E-3	-1.1987E-2	-1.14E-2	-9.7665E-3
PZB00409.1	-7.1387E-3	0.00395	4.0827E-4	-2.4125E-2	0.01738
PZA00587.3	-5.5625E-3	0.00526	0.0034	-1.8084E-3	0.00223
PZA03170.2	9.6133E-4	-3.1946E-2	-5.2261E-3	-2.5656E-2	0.00325
PZA03170.1	-1.6638E-2	0.01382	0.01086	-4.3078E-3	-2.6902E-3
PZB02529.1	-1.1337E-2	-3.1579E-2	-2.9372E-2	0.01909	-1.1074E-2
PZA00337.4	-1.2971E-2	-8.5031E-3	-3.3939E-2	0.02261	-8.021E-3
PZA00337.3	-1.0906E-2	-9.2297E-3	-2.7076E-2	0.01362	-7.592E-3
PZA00814.1	0.01462	0.01712	0.02817	0.06301	0.00434
PZA03351.1	0.00783	-1.9504E-2	-3.2601E-3	-9.9292E-3	0.00541
PZA00048.2	-8.1018E-3	0.03968	0.02322	0.0628	0.01303
PZA00048.1	-6.7544E-3	0.03911	0.02173	0.05847	0.00851
PZA00400.3	0.02552	-3.2476E-3	-4.9602E-4	-2.7407E-2	-2.0684E-2
PZB01206.2	-2.3006E-2	0.05739	-5.6185E-3	0.00183	0.00602
PZB01206.1	-8.4493E-4	0.07374	0.00587	0.00529	-2.6252E-2
PZA02398.2	-1.0997E-2	-3.9678E-2	-1.6129E-2	0.03191	0.00636
PHM537.22	-3.3132E-3	-3.4165E-2	-1.3849E-2	0.03655	0.01414
PZA03585.1	-3.1269E-3	-1.2144E-2	-7.6916E-3	-9.3849E-3	-3.4513E-2
PZA02993.5	-3.3439E-3	-1.0858E-4	0.00345	-4.2445E-3	0.01048
PZA02993.6	0.0249	0.01447	0.02496	0.00458	-3.4564E-2
PZA02993.14	-3.3027E-3	5.3679E-4	0.00409	-4.5049E-3	0.0115
PZA00444.1	0.02549	0.02304	0.02788	0.01092	-7.8147E-3
PHM18195.6	0.02425	0.02018	0.02585	0.01182	-7.1837E-3
PZB00806.9	-4.7368E-3	-1.03E-4	0.00142	0.0011	-7.2313E-3
PZB00806.4	0.01484	0.02193	0.00499	0.00536	-1.5789E-2
PZB00806.6	-7.4573E-3	0.00707	0.00648	-8.7751E-3	0.01317
PZA01292.1	0.0351	0.00823	0.01495	-1.14E-2	0.01991
PZA01919.2	0.01388	-9.5749E-5	0.02298	0.00575	7.9966E-4
PZA02128.3	0.032	0.00402	0.02068	0.00821	-3.9775E-3
PZA00215.3	0.04282	-1.5979E-2	-1.1453E-2	-2.676E-2	0.00663
PHM13687.14	-2.5702E-2	3.3251E-4	-6.2074E-3	0.01041	0.02084
PZA00712.15	0.02789	0.02181	0.00808	-2.0692E-2	0.007
PZA00712.4	-1.7168E-2	5.706E-4	-2.2933E-3	-2.4664E-2	0.01702
PZA02219.2	0.03185	0.01587	0.02386	0.00161	-1.322E-3
PZB00677.3	-6.8166E-3	-4.3253E-4	-5.0545E-3	-2.9454E-3	-3.2263E-2
PZB00677.4	-1.0871E-2	0.00565	-4.9114E-3	-2.6219E-3	-3.4943E-2
PZA03713.1	-2.3015E-2	0.00396	-6.2321E-4	0.0566	-2.7802E-3
PZA03711.2	-1.9364E-2	0.02696	0.00104	-6.0239E-3	-4.2219E-3
PZA03711.1	-1.0994E-2	0.01529	-5.2159E-5	-4.1209E-3	-7.0569E-4
PZA03710.2	-1.8722E-2	0.02304	-7.2577E-4	-5.6318E-3	0.00105
PZA03710.4	-1.6235E-2	0.0171	-7.4106E-4	-7.5707E-3	1.6392E-4
PZA03710.1	-2.4274E-2	0.01375	-5.9786E-3	0.05004	0.01366
PZA03710.5	-8.3622E-3	0.00578	-1.9569E-3	-5.1133E-3	-3.2657E-4
PZA03710.3	-7.0994E-3	0.00448	-1.6328E-3	-4.4469E-3	-2.388E-4
PZA03710.6	-2.2752E-2	0.01265	-6.0881E-3	0.04936	0.0147
PZA03709.1	-1.3081E-2	0.00177	-3.6225E-3	0.05557	0.01583
PZA00251.4	-4.142E-3	-2.943E-2	-4.5057E-3	0.0437	0.01427
PZA00251.1	-5.4516E-3	-2.5932E-2	-8.4102E-3	-3.0126E-2	-1.9776E-2
PZB02227.3	-2.1968E-3	-1.0651E-2	-1.0714E-3	-8.6417E-3	0.00587
PZB02227.1	-1.3363E-2	-1.0264E-3	-1.5687E-3	-1.3633E-2	-4.5151E-4
PZB02227.4	-7.0253E-3	-9.3862E-3	-3.971E-3	0.05185	0.0155
PZB02227.2	-1.504E-3	-6.0072E-3	-2.1922E-2	-3.5295E-2	-1.5798E-2
PZA02821.5	-2.7581E-2	0.02119	0.00519	-6.2056E-3	-2.053E-3
PZA03196.3	-3.0563E-3	-3.5506E-3	6.5168E-4	0.00126	0.00301
PZA03196.1	0.02831	-5.6153E-3	-3.3418E-3	0.03905	0.02114
PZA00063.3	-9.9913E-3	0.0209	0.00223	-1.5992E-3	6.8668E-4
PZB01412.2	-1.3417E-2	0.02588	0.00187	0.00246	0.00115
PZA03071.15	-1.1755E-2	0.00522	-4.3124E-3	-2.8146E-2	0.01489
PZA00647.9	0.02672	-3.76E-3	0.01855	0.04747	0.02218
PZA00342.7	-1.9322E-2	-1.1166E-2	-1.0853E-2	0.04463	0.0021
PZA00342.9	0.04348	0.01342	0.01946	-1.3503E-2	0.01631
PZA03115.1	0.03517	0.00729	0.01289	-1.3812E-2	-2.0756E-2
PZA03115.2	0.02923	0.00858	0.0072	0.05161	0.03073
PZA01241.2	-3.5205E-2	0.0146	-5.3911E-3	0.05292	0.01276
PZA02320.1	-2.827E-2	0.01905	-3.7302E-3	-4.1388E-2	0.04074
PZA03164.2	-2.0291E-2	0.01872	0.00349	-1.5236E-2	-1.3098E-2
PZA03164.1	0.0457	-3.0091E-4	0.01815	-2.2073E-3	-1.2949E-2
PZB01997.1	-1.4255E-2	-1.3749E-2	-1.5188E-2	-4.0714E-2	0.01706
PZB01111.8	0.02806	0.00558	-8.584E-3	-3.6667E-2	0.01263
PZB01111.3	-2.5606E-4	-1.2584E-2	0.00806	0.04222	0.01068
PZB01111.1	0.02648	0.00484	-7.019E-3	-3.7855E-2	0.01217
PZB01111.5	-2.7237E-3	-1.2366E-3	0.00115	-1.5391E-3	-6.3424E-3
PZB01111.6	3.1777E-4	-1.1619E-2	0.00166	-1.2931E-2	-1.7758E-2
PZA03398.1	-8.1006E-3	0.00137	-2.2428E-3	-2.1401E-3	-1.282E-2
PZA01456.2	0.01493	0.01037	0.01893	0.0189	0.03936
PHM18513.156	-2.6997E-2	-5.2452E-3	-6.6081E-3	0.02395	0.02698
PHM15868.56	0.03279	-7.3855E-3	0.0284	0.00861	-2.794E-2
PZA02663.1	-2.4695E-2	-1.0051E-2	-1.436E-2	0.01981	0.0014
PZA03570.2	-4.9873E-3	0.0043	0.00106	-5.1061E-3	-1.2587E-5
PZA03570.1	-4.6887E-3	-1.6859E-2	-7.5163E-3	0.04332	0.02178
PZA03569.2	0.00209	-4.2829E-3	-1.594E-3	-9.7128E-3	-5.1253E-3
PZA03229.1	0.02857	-2.419E-2	-1.0704E-2	0.03685	-2.2277E-2
PZA03229.4	0.00351	-1.0964E-2	-9.8134E-3	-2.7479E-2	0.02904
PZA01995.2	0.032	0.00534	0.02515	-1.3928E-2	-1.1234E-2
PZA03267.3	-3.0115E-3	-2.7943E-2	0.00699	0.02396	0.03273
PZA03267.2	-9.9621E-3	3.9709E-4	-3.6132E-3	0.05008	0.01175
PZA03267.4	-2.1322E-2	0.03054	0.01058	0.03062	0.01231
PZA03132.3	-1.9015E-3	-2.0375E-2	0.00391	0.00162	-7.68E-3
PZA03607.3	-4.7546E-3	-2.4923E-2	-1.0602E-2	-3.6812E-2	0.00197
PZA03607.2	0.01765	0.0505	0.00809	0.00178	0.0088
PZA03607.1	0.01852	0.05058	0.00775	0.00629	0.01137
PZA03607.4	-5.5847E-3	-8.8829E-5	0.01327	-1.5937E-2	-1.7582E-2
PZA03606.1	0.03731	0.02635	0.00735	0.01301	0.01898
PZB02554.2	-2.32E-2	0.02938	0.01614	-1.7767E-2	-3.4896E-2
PZB02554.1	0.0309	-6.8967E-4	-7.6798E-3	0.05766	0.03301
PZA03605.1	0.03339	-8.3218E-3	-6.3382E-3	0.05747	0.03168
PZA03605.2	-3.9243E-3	-1.5877E-2	-7.7905E-3	0.05865	0.00336
PZA03604.2	0.03402	-7.5161E-3	-8.5051E-3	0.05779	0.02883
PZA03604.1	0.03335	-4.0511E-3	-5.829E-3	0.05403	0.03442
PZA00727.11	-2.2491E-3	-3.2118E-2	-1.7058E-2	-4.7524E-3	-8.6149E-3
PZA00727.1	-7.1526E-3	-1.9706E-2	-1.6185E-2	-1.215E-2	-1.5968E-2
PZA00130.9	0.02134	0.01741	-3.1581E-2	-1.5118E-2	-8.6169E-3
PZA00130.7	-1.6933E-3	-2.5285E-2	0.00418	0.02812	2.1883E-4
PZA02969.1	-1.052E-2	-2.5033E-2	-3.9655E-3	0.01021	-4.7287E-4
PZA02969.8	-1.5683E-2	-3.5888E-2	4.306E-4	0.03167	-3.349E-2
PZA02049.1	0.01606	0.03143	-4.1065E-2	0.01361	-3.9646E-2
PZA00007.2	-8.8471E-3	-1.4269E-2	-8.7195E-3	-1.6695E-2	-3.4618E-2
PZA00007.1	0.01489	0.04879	0.01017	0.04796	-9.2671E-3
PHM5435.25	0.03308	0.02696	0.01748	0.04749	-1.9803E-2
PZA00551.4	-2.6028E-2	-1.0435E-2	-1.5338E-2	-3.7555E-2	0.01294
